svm,decision tree,naive_bayes,random_forest
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_1,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
1_0,1_0,1_1,1_1
